"Date","City","Type","Observations"
"2021-06-30","Wairarapa/ Manawatu","Total","1880"
"2021-06-30","Waitemata","Sentences","2367"
"2021-06-30","Waitemata","Orders","448"
"2021-06-30","Waitemata","Total","2815"
"2021-06-30","Wellington","Sentences","1804"
"2021-06-30","Wellington","Orders","397"
"2021-06-30","Wellington","Total","2201"
"2021-06-30","Whanganui/ Taranaki","Sentences","1318"
"2021-06-30","Whanganui/ Taranaki","Orders","355"
"2021-06-30","Whanganui/ Taranaki","Total","1673"
"2021-06-30","Other","Sentences",""
"2021-06-30","Other","Orders",""
"2021-06-30","Other","Total",""
"2021-06-30","Auckland Region","Sentences",""
"2021-06-30","Auckland Region","Orders",""
"2021-06-30","Auckland Region","Total",""
"2021-06-30","Bay of Plenty Region","Sentences",""
"2021-06-30","Bay of Plenty Region","Orders",""
"2021-06-30","Bay of Plenty Region","Total",""
"2021-06-30","Canterbury Region","Sentences",""
"2021-06-30","Canterbury Region","Orders",""
"2021-06-30","Canterbury Region","Total",""
"2021-06-30","East Coast Region","Sentences",""
"2021-06-30","East Coast Region","Orders",""
"2021-06-30","East Coast Region","Total",""
"2021-06-30","Manukau Region","Sentences",""
"2021-06-30","Manukau Region","Orders",""
"2021-06-30","Manukau Region","Total",""
"2021-06-30","Nelson / Marlborough / West Coast Region","Sentences",""
"2021-06-30","Nelson / Marlborough / West Coast Region","Orders",""
"2021-06-30","Nelson / Marlborough / West Coast Region","Total",""
"2021-06-30","Northland Region","Sentences",""
"2021-06-30","Northland Region","Orders",""
"2021-06-30","Northland Region","Total",""
"2021-06-30","Otago / Southland Region","Sentences",""
"2021-06-30","Otago / Southland Region","Orders",""
"2021-06-30","Otago / Southland Region","Total",""
"2021-06-30","Taranaki / Whanganui / Manawatu Region","Sentences",""
"2021-06-30","Taranaki / Whanganui / Manawatu Region","Orders",""
"2021-06-30","Taranaki / Whanganui / Manawatu Region","Total",""
"2021-06-30","Waikato Region","Sentences",""
"2021-06-30","Waikato Region","Orders",""
"2021-06-30","Waikato Region","Total",""
"2021-06-30","Wellington Region","Sentences",""
"2021-06-30","Wellington Region","Orders",""
"2021-06-30","Wellington Region","Total",""
"2021-09-30","Auckland","Sentences","2078"
"2021-09-30","Auckland","Orders","630"
"2021-09-30","Auckland","Total","2708"
"2021-09-30","Bay of Plenty","Sentences","1645"
"2021-09-30","Bay of Plenty","Orders","365"
"2021-09-30","Bay of Plenty","Total","2010"
"2021-09-30","Canterbury","Sentences","2754"
"2021-09-30","Canterbury","Orders","675"
"2021-09-30","Canterbury","Total","3429"
"2021-09-30","East Coast","Sentences","1965"
"2021-09-30","East Coast","Orders","443"
"2021-09-30","East Coast","Total","2408"
"2021-09-30","Manukau","Sentences","3191"
"2021-09-30","Manukau","Orders","855"
"2021-09-30","Manukau","Total","4046"
"2021-09-30","Nelson/ West Coast","Sentences","1086"
"2021-09-30","Nelson/ West Coast","Orders","154"
"2021-09-30","Nelson/ West Coast","Total","1240"
"2021-09-30","Otago","Sentences","860"
"2021-09-30","Otago","Orders","286"
"2021-09-30","Otago","Total","1146"
"2021-09-30","Otago and South/ Mid Canterbury","Sentences",""
"2021-09-30","Otago and South/ Mid Canterbury","Orders",""
"2021-09-30","Otago and South/ Mid Canterbury","Total",""
"2021-09-30","Southland/ Central Otago","Sentences","688"
"2021-09-30","Southland/ Central Otago","Orders","150"
"2021-09-30","Southland/ Central Otago","Total","838"
"2021-09-30","Southland and Central/ South Otago","Sentences",""
"2021-09-30","Southland and Central/ South Otago","Orders",""
"2021-09-30","Southland and Central/ South Otago","Total",""
"2021-09-30","Taitokerau","Sentences","1653"
"2021-09-30","Taitokerau","Orders","429"
"2021-09-30","Taitokerau","Total","2082"
"2021-09-30","Taupo/ Rotorua","Sentences","1396"
"2021-09-30","Taupo/ Rotorua","Orders","455"
"2021-09-30","Taupo/ Rotorua","Total","1851"
"2021-09-30","Waikato","Sentences","2722"
"2021-09-30","Waikato","Orders","734"
"2021-09-30","Waikato","Total","3456"
"2021-09-30","Wairarapa/ Manawatu","Sentences","1364"
"2021-09-30","Wairarapa/ Manawatu","Orders","411"
"2021-09-30","Wairarapa/ Manawatu","Total","1775"
"2021-09-30","Waitemata","Sentences","2117"
"2021-09-30","Waitemata","Orders","452"
"2021-09-30","Waitemata","Total","2569"
"2021-09-30","Wellington","Sentences","1751"
"2021-09-30","Wellington","Orders","376"
"2021-09-30","Wellington","Total","2127"
"2021-09-30","Whanganui/ Taranaki","Sentences","1225"
"2021-09-30","Whanganui/ Taranaki","Orders","345"
"2021-09-30","Whanganui/ Taranaki","Total","1570"
"2021-09-30","Other","Sentences",""
"2021-09-30","Other","Orders",""
"2021-09-30","Other","Total",""
"2021-09-30","Auckland Region","Sentences",""
"2021-09-30","Auckland Region","Orders",""
"2021-09-30","Auckland Region","Total",""
"2021-09-30","Bay of Plenty Region","Sentences",""
"2021-09-30","Bay of Plenty Region","Orders",""
"2021-09-30","Bay of Plenty Region","Total",""
"2021-09-30","Canterbury Region","Sentences",""
"2021-09-30","Canterbury Region","Orders",""
"2021-09-30","Canterbury Region","Total",""
"2021-09-30","East Coast Region","Sentences",""
"2021-09-30","East Coast Region","Orders",""
"2021-09-30","East Coast Region","Total",""
"2021-09-30","Manukau Region","Sentences",""
"2021-09-30","Manukau Region","Orders",""
"2021-09-30","Manukau Region","Total",""
"2021-09-30","Nelson / Marlborough / West Coast Region","Sentences",""
"2021-09-30","Nelson / Marlborough / West Coast Region","Orders",""
"2021-09-30","Nelson / Marlborough / West Coast Region","Total",""
"2021-09-30","Northland Region","Sentences",""
"2021-09-30","Northland Region","Orders",""
"2021-09-30","Northland Region","Total",""
"2021-09-30","Otago / Southland Region","Sentences",""
"2021-09-30","Otago / Southland Region","Orders",""
"2021-09-30","Otago / Southland Region","Total",""
"2021-09-30","Taranaki / Whanganui / Manawatu Region","Sentences",""
"2021-09-30","Taranaki / Whanganui / Manawatu Region","Orders",""
"2021-09-30","Taranaki / Whanganui / Manawatu Region","Total",""
"2021-09-30","Waikato Region","Sentences",""
"2021-09-30","Waikato Region","Orders",""
"2021-09-30","Waikato Region","Total",""
"2021-09-30","Wellington Region","Sentences",""
"2021-09-30","Wellington Region","Orders",""
"2021-09-30","Wellington Region","Total",""
"2021-12-31","Auckland","Sentences","1738"
"2021-12-31","Auckland","Orders","652"
"2021-12-31","Auckland","Total","2390"
"2021-12-31","Bay of Plenty","Sentences","1550"
"2021-12-31","Bay of Plenty","Orders","412"
"2021-12-31","Bay of Plenty","Total","1962"
"2021-12-31","Canterbury","Sentences","2704"
"2021-12-31","Canterbury","Orders","674"
"2021-12-31","Canterbury","Total","3378"
"2021-12-31","East Coast","Sentences","1884"
"2021-12-31","East Coast","Orders","422"
"2021-12-31","East Coast","Total","2306"
"2021-12-31","Manukau","Sentences","2634"
"2021-12-31","Manukau","Orders","815"
"2021-12-31","Manukau","Total","3449"
"2021-12-31","Nelson/ West Coast","Sentences","1122"
"2021-12-31","Nelson/ West Coast","Orders","145"
"2021-12-31","Nelson/ West Coast","Total","1267"
"2021-12-31","Otago","Sentences","866"
"2021-12-31","Otago","Orders","274"
"2021-12-31","Otago","Total","1140"
"2021-12-31","Otago and South/ Mid Canterbury","Sentences",""
"2021-12-31","Otago and South/ Mid Canterbury","Orders",""
"2021-12-31","Otago and South/ Mid Canterbury","Total",""
"2021-12-31","Southland/ Central Otago","Sentences","654"
"2021-12-31","Southland/ Central Otago","Orders","122"
"2021-12-31","Southland/ Central Otago","Total","776"
"2021-12-31","Southland and Central/ South Otago","Sentences",""
"2021-12-31","Southland and Central/ South Otago","Orders",""
"2021-12-31","Southland and Central/ South Otago","Total",""
"2021-12-31","Taitokerau","Sentences","1597"
"2021-12-31","Taitokerau","Orders","428"
"2021-12-31","Taitokerau","Total","2025"
"2021-12-31","Taupo/ Rotorua","Sentences","1266"
"2021-12-31","Taupo/ Rotorua","Orders","448"
"2021-12-31","Taupo/ Rotorua","Total","1714"
"2021-12-31","Waikato","Sentences","2439"
"2021-12-31","Waikato","Orders","745"
"2021-12-31","Waikato","Total","3184"
"2021-12-31","Wairarapa/ Manawatu","Sentences","1272"
"2021-12-31","Wairarapa/ Manawatu","Orders","391"
"2021-12-31","Wairarapa/ Manawatu","Total","1663"
"2021-12-31","Waitemata","Sentences","1735"
"2021-12-31","Waitemata","Orders","434"
"2021-12-31","Waitemata","Total","2169"
"2021-12-31","Wellington","Sentences","1723"
"2021-12-31","Wellington","Orders","380"
"2021-12-31","Wellington","Total","2103"
"2021-12-31","Whanganui/ Taranaki","Sentences","1169"
"2021-12-31","Whanganui/ Taranaki","Orders","343"
"2021-12-31","Whanganui/ Taranaki","Total","1512"
"2021-12-31","Other","Sentences",""
"2021-12-31","Other","Orders",""
"2021-12-31","Other","Total",""
"2021-12-31","Auckland Region","Sentences",""
"2021-12-31","Auckland Region","Orders",""
"2021-12-31","Auckland Region","Total",""
"2021-12-31","Bay of Plenty Region","Sentences",""
"2021-12-31","Bay of Plenty Region","Orders",""
"2021-12-31","Bay of Plenty Region","Total",""
"2021-12-31","Canterbury Region","Sentences",""
"2021-12-31","Canterbury Region","Orders",""
"2021-12-31","Canterbury Region","Total",""
"2021-12-31","East Coast Region","Sentences",""
"2021-12-31","East Coast Region","Orders",""
"2021-12-31","East Coast Region","Total",""
"2021-12-31","Manukau Region","Sentences",""
"2021-12-31","Manukau Region","Orders",""
"2021-12-31","Manukau Region","Total",""
"2021-12-31","Nelson / Marlborough / West Coast Region","Sentences",""
"2021-12-31","Nelson / Marlborough / West Coast Region","Orders",""
"2021-12-31","Nelson / Marlborough / West Coast Region","Total",""
"2021-12-31","Northland Region","Sentences",""
"2021-12-31","Northland Region","Orders",""
"2021-12-31","Northland Region","Total",""
"2021-12-31","Otago / Southland Region","Sentences",""
"2021-12-31","Otago / Southland Region","Orders",""
"2021-12-31","Otago / Southland Region","Total",""
"2021-12-31","Taranaki / Whanganui / Manawatu Region","Sentences",""
"2021-12-31","Taranaki / Whanganui / Manawatu Region","Orders",""
"2021-12-31","Taranaki / Whanganui / Manawatu Region","Total",""
"2021-12-31","Waikato Region","Sentences",""
"2021-12-31","Waikato Region","Orders",""
"2021-12-31","Waikato Region","Total",""
"2021-12-31","Wellington Region","Sentences",""
"2021-12-31","Wellington Region","Orders",""
"2021-12-31","Wellington Region","Total",""
"2022-03-31","Auckland","Sentences","1778"
"2022-03-31","Auckland","Orders","617"
"2022-03-31","Auckland","Total","2395"
"2022-03-31","Bay of Plenty","Sentences","1559"
"2022-03-31","Bay of Plenty","Orders","405"
"2022-03-31","Bay of Plenty","Total","1964"
"2022-03-31","Canterbury","Sentences","2585"
"2022-03-31","Canterbury","Orders","674"
"2022-03-31","Canterbury","Total","3259"
"2022-03-31","East Coast","Sentences","1830"
"2022-03-31","East Coast","Orders","447"
"2022-03-31","East Coast","Total","2277"
"2022-03-31","Manukau","Sentences","2787"
"2022-03-31","Manukau","Orders","830"
"2022-03-31","Manukau","Total","3617"
"2022-03-31","Nelson/ West Coast","Sentences","1079"
"2022-03-31","Nelson/ West Coast","Orders","149"
"2022-03-31","Nelson/ West Coast","Total","1228"
"2022-03-31","Otago","Sentences","823"
"2022-03-31","Otago","Orders","262"
"2022-03-31","Otago","Total","1085"
"2022-03-31","Otago and South/ Mid Canterbury","Sentences",""
"2022-03-31","Otago and South/ Mid Canterbury","Orders",""
"2022-03-31","Otago and South/ Mid Canterbury","Total",""
"2022-03-31","Southland/ Central Otago","Sentences","667"
"2022-03-31","Southland/ Central Otago","Orders","124"
"2022-03-31","Southland/ Central Otago","Total","791"
"2022-03-31","Southland and Central/ South Otago","Sentences",""
"2022-03-31","Southland and Central/ South Otago","Orders",""
"2022-03-31","Southland and Central/ South Otago","Total",""
"2022-03-31","Taitokerau","Sentences","1555"
"2022-03-31","Taitokerau","Orders","404"
"2022-03-31","Taitokerau","Total","1959"
"2022-03-31","Taupo/ Rotorua","Sentences","1341"
"2022-03-31","Taupo/ Rotorua","Orders","469"
"2022-03-31","Taupo/ Rotorua","Total","1810"
"2022-03-31","Waikato","Sentences","2449"
"2022-03-31","Waikato","Orders","729"
"2022-03-31","Waikato","Total","3178"
"2022-03-31","Wairarapa/ Manawatu","Sentences","1136"
"2022-03-31","Wairarapa/ Manawatu","Orders","346"
"2022-03-31","Wairarapa/ Manawatu","Total","1482"
"2022-03-31","Waitemata","Sentences","1779"
"2022-03-31","Waitemata","Orders","411"
"2022-03-31","Waitemata","Total","2190"
"2022-03-31","Wellington","Sentences","1683"
"2022-03-31","Wellington","Orders","390"
"2022-03-31","Wellington","Total","2073"
"2022-03-31","Whanganui/ Taranaki","Sentences","1084"
"2022-03-31","Whanganui/ Taranaki","Orders","323"
"2022-03-31","Whanganui/ Taranaki","Total","1407"
"2022-03-31","Other","Sentences",""
"2022-03-31","Other","Orders",""
"2022-03-31","Other","Total",""
"2022-03-31","Auckland Region","Sentences",""
"2022-03-31","Auckland Region","Orders",""
"2022-03-31","Auckland Region","Total",""
"2022-03-31","Bay of Plenty Region","Sentences",""
"2022-03-31","Bay of Plenty Region","Orders",""
"2022-03-31","Bay of Plenty Region","Total",""
"2022-03-31","Canterbury Region","Sentences",""
"2022-03-31","Canterbury Region","Orders",""
"2022-03-31","Canterbury Region","Total",""
"2022-03-31","East Coast Region","Sentences",""
"2022-03-31","East Coast Region","Orders",""
"2022-03-31","East Coast Region","Total",""
"2022-03-31","Manukau Region","Sentences",""
"2022-03-31","Manukau Region","Orders",""
"2022-03-31","Manukau Region","Total",""
"2022-03-31","Nelson / Marlborough / West Coast Region","Sentences",""
"2022-03-31","Nelson / Marlborough / West Coast Region","Orders",""
"2022-03-31","Nelson / Marlborough / West Coast Region","Total",""
"2022-03-31","Northland Region","Sentences",""
"2022-03-31","Northland Region","Orders",""
"2022-03-31","Northland Region","Total",""
"2022-03-31","Otago / Southland Region","Sentences",""
"2022-03-31","Otago / Southland Region","Orders",""
"2022-03-31","Otago / Southland Region","Total",""
"2022-03-31","Taranaki / Whanganui / Manawatu Region","Sentences",""
"2022-03-31","Taranaki / Whanganui / Manawatu Region","Orders",""
"2022-03-31","Taranaki / Whanganui / Manawatu Region","Total",""
"2022-03-31","Waikato Region","Sentences",""
"2022-03-31","Waikato Region","Orders",""
"2022-03-31","Waikato Region","Total",""
"2022-03-31","Wellington Region","Sentences",""
"2022-03-31","Wellington Region","Orders",""
"2022-03-31","Wellington Region","Total",""
"2022-06-30","Auckland","Sentences","2064"
"2022-06-30","Auckland","Orders","589"
"2022-06-30","Auckland","Total","2653"
"2022-06-30","Bay of Plenty","Sentences","1747"
"2022-06-30","Bay of Plenty","Orders","373"
"2022-06-30","Bay of Plenty","Total","2120"
"2022-06-30","Canterbury","Sentences","2414"
"2022-06-30","Canterbury","Orders","633"
"2022-06-30","Canterbury","Total","3047"
"2022-06-30","East Coast","Sentences","1905"
"2022-06-30","East Coast","Orders","428"
"2022-06-30","East Coast","Total","2333"
"2022-06-30","Manukau","Sentences","3132"
"2022-06-30","Manukau","Orders","738"
"2022-06-30","Manukau","Total","3870"
"2022-06-30","Nelson/ West Coast","Sentences","1040"
"2022-06-30","Nelson/ West Coast","Orders","159"
"2022-06-30","Nelson/ West Coast","Total","1199"
"2022-06-30","Otago","Sentences","920"
"2022-06-30","Otago","Orders","300"
"2022-06-30","Otago","Total","1220"
"2022-06-30","Otago and South/ Mid Canterbury","Sentences",""
"2022-06-30","Otago and South/ Mid Canterbury","Orders",""
"2022-06-30","Otago and South/ Mid Canterbury","Total",""
"2022-06-30","Southland/ Central Otago","Sentences","745"
"2022-06-30","Southland/ Central Otago","Orders","121"
"2022-06-30","Southland/ Central Otago","Total","866"
"2022-06-30","Southland and Central/ South Otago","Sentences",""
"2022-06-30","Southland and Central/ South Otago","Orders",""
"2022-06-30","Southland and Central/ South Otago","Total",""
"2022-06-30","Taitokerau","Sentences","1633"
"2022-06-30","Taitokerau","Orders","390"
"2022-06-30","Taitokerau","Total","2023"
"2022-06-30","Taupo/ Rotorua","Sentences","1497"
"2022-06-30","Taupo/ Rotorua","Orders","448"
"2022-06-30","Taupo/ Rotorua","Total","1945"
"2022-06-30","Waikato","Sentences","2620"
"2022-06-30","Waikato","Orders","664"
"2022-06-30","Waikato","Total","3284"
"2022-06-30","Wairarapa/ Manawatu","Sentences","1137"
"2022-06-30","Wairarapa/ Manawatu","Orders","354"
"2022-06-30","Wairarapa/ Manawatu","Total","1491"
"2022-06-30","Waitemata","Sentences","1956"
"2022-06-30","Waitemata","Orders","428"
"2022-06-30","Waitemata","Total","2384"
"2022-06-30","Wellington","Sentences","1624"
"2022-06-30","Wellington","Orders","370"
"2022-06-30","Wellington","Total","1994"
"2022-06-30","Whanganui/ Taranaki","Sentences","1108"
"2022-06-30","Whanganui/ Taranaki","Orders","329"
"2022-06-30","Whanganui/ Taranaki","Total","1437"
"2022-06-30","Other","Sentences",""
"2022-06-30","Other","Orders",""
"2022-06-30","Other","Total",""
"2022-06-30","Auckland Region","Sentences",""
"2022-06-30","Auckland Region","Orders",""
"2022-06-30","Auckland Region","Total",""
"2022-06-30","Bay of Plenty Region","Sentences",""
"2022-06-30","Bay of Plenty Region","Orders",""
"2022-06-30","Bay of Plenty Region","Total",""
"2022-06-30","Canterbury Region","Sentences",""
"2022-06-30","Canterbury Region","Orders",""
"2022-06-30","Canterbury Region","Total",""
"2022-06-30","East Coast Region","Sentences",""
"2022-06-30","East Coast Region","Orders",""
"2022-06-30","East Coast Region","Total",""
"2022-06-30","Manukau Region","Sentences",""
"2022-06-30","Manukau Region","Orders",""
"2022-06-30","Manukau Region","Total",""
"2022-06-30","Nelson / Marlborough / West Coast Region","Sentences",""
"2022-06-30","Nelson / Marlborough / West Coast Region","Orders",""
"2022-06-30","Nelson / Marlborough / West Coast Region","Total",""
"2022-06-30","Northland Region","Sentences",""
"2022-06-30","Northland Region","Orders",""
"2022-06-30","Northland Region","Total",""
"2022-06-30","Otago / Southland Region","Sentences",""
"2022-06-30","Otago / Southland Region","Orders",""
"2022-06-30","Otago / Southland Region","Total",""
"2022-06-30","Taranaki / Whanganui / Manawatu Region","Sentences",""
"2022-06-30","Taranaki / Whanganui / Manawatu Region","Orders",""
"2022-06-30","Taranaki / Whanganui / Manawatu Region","Total",""
"2022-06-30","Waikato Region","Sentences",""
"2022-06-30","Waikato Region","Orders",""
"2022-06-30","Waikato Region","Total",""
"2022-06-30","Wellington Region","Sentences",""
"2022-06-30","Wellington Region","Orders",""
"2022-06-30","Wellington Region","Total",""
"2022-09-30","Auckland","Sentences","2125"
"2022-09-30","Auckland","Orders","552"
"2022-09-30","Auckland","Total","2677"
"2022-09-30","Bay of Plenty","Sentences","1802"
"2022-09-30","Bay of Plenty","Orders","378"
"2022-09-30","Bay of Plenty","Total","2180"
"2022-09-30","Canterbury","Sentences","2423"
"2022-09-30","Canterbury","Orders","661"
"2022-09-30","Canterbury","Total","3084"
"2022-09-30","East Coast","Sentences","1898"
"2022-09-30","East Coast","Orders","406"
"2022-09-30","East Coast","Total","2304"
"2022-09-30","Manukau","Sentences","3221"
"2022-09-30","Manukau","Orders","696"
"2022-09-30","Manukau","Total","3917"
"2022-09-30","Nelson/ West Coast","Sentences","1062"
"2022-09-30","Nelson/ West Coast","Orders","144"
"2022-09-30","Nelson/ West Coast","Total","1206"
"2022-09-30","Otago","Sentences",""
"2022-09-30","Otago","Orders",""
"2022-09-30","Otago","Total",""
"2022-09-30","Otago and South/ Mid Canterbury","Sentences","858"
"2022-09-30","Otago and South/ Mid Canterbury","Orders","265"
"2022-09-30","Otago and South/ Mid Canterbury","Total","1123"
"2022-09-30","Southland/ Central Otago","Sentences",""
"2022-09-30","Southland/ Central Otago","Orders",""
"2022-09-30","Southland/ Central Otago","Total",""
"2022-09-30","Southland and Central/ South Otago","Sentences","805"
"2022-09-30","Southland and Central/ South Otago","Orders","148"
"2022-09-30","Southland and Central/ South Otago","Total","953"
"2022-09-30","Taitokerau","Sentences","1686"
"2022-09-30","Taitokerau","Orders","352"
"2022-09-30","Taitokerau","Total","2038"
"2022-09-30","Taupo/ Rotorua","Sentences","1639"
"2022-09-30","Taupo/ Rotorua","Orders","416"
"2022-09-30","Taupo/ Rotorua","Total","2055"
"2022-09-30","Waikato","Sentences","2703"
"2022-09-30","Waikato","Orders","620"
"2022-09-30","Waikato","Total","3323"
"2022-09-30","Wairarapa/ Manawatu","Sentences","1119"
"2022-09-30","Wairarapa/ Manawatu","Orders","330"
"2022-09-30","Wairarapa/ Manawatu","Total","1449"
"2022-09-30","Waitemata","Sentences","2101"
"2022-09-30","Waitemata","Orders","374"
"2022-09-30","Waitemata","Total","2475"
"2022-09-30","Wellington","Sentences","1612"
"2022-09-30","Wellington","Orders","360"
"2022-09-30","Wellington","Total","1972"
"2022-09-30","Whanganui/ Taranaki","Sentences","1197"
"2022-09-30","Whanganui/ Taranaki","Orders","295"
"2022-09-30","Whanganui/ Taranaki","Total","1492"
"2022-09-30","Other","Sentences",""
"2022-09-30","Other","Orders",""
"2022-09-30","Other","Total",""
"2022-09-30","Auckland Region","Sentences",""
"2022-09-30","Auckland Region","Orders",""
"2022-09-30","Auckland Region","Total",""
"2022-09-30","Bay of Plenty Region","Sentences",""
"2022-09-30","Bay of Plenty Region","Orders",""
"2022-09-30","Bay of Plenty Region","Total",""
"2022-09-30","Canterbury Region","Sentences",""
"2022-09-30","Canterbury Region","Orders",""
"2022-09-30","Canterbury Region","Total",""
"2022-09-30","East Coast Region","Sentences",""
"2022-09-30","East Coast Region","Orders",""
"2022-09-30","East Coast Region","Total",""
"2022-09-30","Manukau Region","Sentences",""
"2022-09-30","Manukau Region","Orders",""
"2022-09-30","Manukau Region","Total",""
"2022-09-30","Nelson / Marlborough / West Coast Region","Sentences",""
"2022-09-30","Nelson / Marlborough / West Coast Region","Orders",""
"2022-09-30","Nelson / Marlborough / West Coast Region","Total",""
"2022-09-30","Northland Region","Sentences",""
"2022-09-30","Northland Region","Orders",""
"2022-09-30","Northland Region","Total",""
"2022-09-30","Otago / Southland Region","Sentences",""
"2022-09-30","Otago / Southland Region","Orders",""
"2022-09-30","Otago / Southland Region","Total",""
"2022-09-30","Taranaki / Whanganui / Manawatu Region","Sentences",""
"2022-09-30","Taranaki / Whanganui / Manawatu Region","Orders",""
"2022-09-30","Taranaki / Whanganui / Manawatu Region","Total",""
"2022-09-30","Waikato Region","Sentences",""
"2022-09-30","Waikato Region","Orders",""
"2022-09-30","Waikato Region","Total",""
"2022-09-30","Wellington Region","Sentences",""
"2022-09-30","Wellington Region","Orders",""
"2022-09-30","Wellington Region","Total",""
"2022-12-31","Auckland","Sentences","2227"
"2022-12-31","Auckland","Orders","542"
"2022-12-31","Auckland","Total","2769"
"2022-12-31","Bay of Plenty","Sentences","1786"
"2022-12-31","Bay of Plenty","Orders","411"
"2022-12-31","Bay of Plenty","Total","2197"
"2022-12-31","Canterbury","Sentences","2303"
"2022-12-31","Canterbury","Orders","630"
"2022-12-31","Canterbury","Total","2933"
"2022-12-31","East Coast","Sentences","1838"
"2022-12-31","East Coast","Orders","379"
"2022-12-31","East Coast","Total","2217"
"2022-12-31","Manukau","Sentences","3310"
"2022-12-31","Manukau","Orders","697"
"2022-12-31","Manukau","Total","4007"
"2022-12-31","Nelson/ West Coast","Sentences","1018"
"2022-12-31","Nelson/ West Coast","Orders","154"
"2022-12-31","Nelson/ West Coast","Total","1172"
"2022-12-31","Otago","Sentences",""
"2022-12-31","Otago","Orders",""
"2022-12-31","Otago","Total",""
"2022-12-31","Otago and South/ Mid Canterbury","Sentences","759"
"2022-12-31","Otago and South/ Mid Canterbury","Orders","268"
"2022-12-31","Otago and South/ Mid Canterbury","Total","1027"
"2022-12-31","Southland/ Central Otago","Sentences",""
"2022-12-31","Southland/ Central Otago","Orders",""
"2022-12-31","Southland/ Central Otago","Total",""
"2022-12-31","Southland and Central/ South Otago","Sentences","705"
"2022-12-31","Southland and Central/ South Otago","Orders","148"
"2022-12-31","Southland and Central/ South Otago","Total","853"
"2022-12-31","Taitokerau","Sentences","1574"
"2022-12-31","Taitokerau","Orders","352"
"2022-12-31","Taitokerau","Total","1926"
"2022-12-31","Taupo/ Rotorua","Sentences","1567"
"2022-12-31","Taupo/ Rotorua","Orders","392"
"2022-12-31","Taupo/ Rotorua","Total","1959"
"2022-12-31","Waikato","Sentences","2702"
"2022-12-31","Waikato","Orders","613"
"2022-12-31","Waikato","Total","3315"
"2022-12-31","Wairarapa/ Manawatu","Sentences","1099"
"2022-12-31","Wairarapa/ Manawatu","Orders","342"
"2022-12-31","Wairarapa/ Manawatu","Total","1441"
"2022-12-31","Waitemata","Sentences","2170"
"2022-12-31","Waitemata","Orders","329"
"2022-12-31","Waitemata","Total","2499"
"2022-12-31","Wellington","Sentences","1553"
"2022-12-31","Wellington","Orders","348"
"2022-12-31","Wellington","Total","1901"
"2022-12-31","Whanganui/ Taranaki","Sentences","1162"
"2022-12-31","Whanganui/ Taranaki","Orders","288"
"2022-12-31","Whanganui/ Taranaki","Total","1450"
"2022-12-31","Other","Sentences",""
"2022-12-31","Other","Orders",""
"2022-12-31","Other","Total",""
"2022-12-31","Auckland Region","Sentences",""
"2022-12-31","Auckland Region","Orders",""
"2022-12-31","Auckland Region","Total",""
"2022-12-31","Bay of Plenty Region","Sentences",""
"2022-12-31","Bay of Plenty Region","Orders",""
"2022-12-31","Bay of Plenty Region","Total",""
"2022-12-31","Canterbury Region","Sentences",""
"2022-12-31","Canterbury Region","Orders",""
"2022-12-31","Canterbury Region","Total",""
"2022-12-31","East Coast Region","Sentences",""
"2022-12-31","East Coast Region","Orders",""
"2022-12-31","East Coast Region","Total",""
"2022-12-31","Manukau Region","Sentences",""
"2022-12-31","Manukau Region","Orders",""
"2022-12-31","Manukau Region","Total",""
"2022-12-31","Nelson / Marlborough / West Coast Region","Sentences",""
"2022-12-31","Nelson / Marlborough / West Coast Region","Orders",""
"2022-12-31","Nelson / Marlborough / West Coast Region","Total",""
"2022-12-31","Northland Region","Sentences",""
"2022-12-31","Northland Region","Orders",""
"2022-12-31","Northland Region","Total",""
"2022-12-31","Otago / Southland Region","Sentences",""
"2022-12-31","Otago / Southland Region","Orders",""
"2022-12-31","Otago / Southland Region","Total",""
"2022-12-31","Taranaki / Whanganui / Manawatu Region","Sentences",""
"2022-12-31","Taranaki / Whanganui / Manawatu Region","Orders",""
"2022-12-31","Taranaki / Whanganui / Manawatu Region","Total",""
"2022-12-31","Waikato Region","Sentences",""
"2022-12-31","Waikato Region","Orders",""
"2022-12-31","Waikato Region","Total",""
"2022-12-31","Wellington Region","Sentences",""
"2022-12-31","Wellington Region","Orders",""
"2022-12-31","Wellington Region","Total",""
"2023-03-31","Auckland","Sentences","2223"
"2023-03-31","Auckland","Orders","536"
"2023-03-31","Auckland","Total","2759"
"2023-03-31","Bay of Plenty","Sentences","1782"
"2023-03-31","Bay of Plenty","Orders","399"
"2023-03-31","Bay of Plenty","Total","2181"
"2023-03-31","Canterbury","Sentences","2210"
"2023-03-31","Canterbury","Orders","629"
"2023-03-31","Canterbury","Total","2839"
"2023-03-31","East Coast","Sentences","1656"
"2023-03-31","East Coast","Orders","368"
"2023-03-31","East Coast","Total","2024"
"2023-03-31","Manukau","Sentences","3337"
"2023-03-31","Manukau","Orders","728"
"2023-03-31","Manukau","Total","4065"
"2023-03-31","Nelson/ West Coast","Sentences","1063"
"2023-03-31","Nelson/ West Coast","Orders","152"
"2023-03-31","Nelson/ West Coast","Total","1215"
"2023-03-31","Otago","Sentences",""
"2023-03-31","Otago","Orders",""
"2023-03-31","Otago","Total",""
"2023-03-31","Otago and South/ Mid Canterbury","Sentences","813"
"2023-03-31","Otago and South/ Mid Canterbury","Orders","265"
